Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
trimmer-line-2-4-mm-100-m-5-sided-for-grass-trimmers-edge-trimmers,Trimmer Line 2.4 mm × 100 m – 5-Sided for Grass Trimmers & Edge Trimmers,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Thin trimmer line that keeps snapping?</h2>
<p>Cheap round line wears down, jams and snaps mid-cut – forcing you to stop, feed out more and start again, over and over. What should take twenty minutes turns into half a morning of frustration.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/open/b1e833c75cb142928fe15c911ae4690f-goods.jpeg"" alt=""5-sidig trimmerlina"" style=""max-width:100%;border-radius:12px;""></p>
<h2>5-sided line that cuts – instead of tearing</h2>
<p>The pentagonal profile gives sharp edges that cut through grass and weeds instead of tearing at them. 2.4 mm thickness and 100 metres on the spool mean fewer interruptions and a whole season of cutting.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/open/3859afb51fdf4dc49d1cabd6715ba48d-goods.jpeg"" alt=""Trimmerlina i bruk"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Features</h2>
<ul>
<li>
<strong>5-sided profile</strong> – cuts more effectively than round line.</li>
<li>
<strong>2.4 mm thickness</strong> – handles thick grass and weeds.</li>
<li>
<strong>100 metres on the spool</strong> – lasts the whole season.</li>
<li><strong>Fits most grass trimmers and edge trimmers.</strong></li>
<li>
<strong>Hard-wearing orange</strong> – clearly visible when reloading.</li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not satisfied within 30 days? You'll get your money back – no risk to you.</p>
</div>",BeaverShop,Garden & Outdoor,"Mower, Test, Trimmer, Garden, Garden Tools, Outdoor",FALSE,Length,100 m,,,,,BEAVER-GARD-007,shopify,18,continue,manual,44.99,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/915a980aa02448e8a4205cabd55d0c4b-goods.jpg?v=1782025706,1,Orange trimmer line 100 m,FALSE,Trimmer Line 2.4mm x 100m - 5-Sided,"5-sided 2.4mm trimmer line, 100m spool. Cuts cleaner than round line and lasts a full season. Fits most grass and edge trimmers.",draft
trimmer-line-2-4-mm-100-m-5-sided-for-grass-trimmers-edge-trimmers,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/b1e833c75cb142928fe15c911ae4690f-goods.jpg?v=1782025706,2,5-sided trimmer line detail,,,,
trimmer-line-2-4-mm-100-m-5-sided-for-grass-trimmers-edge-trimmers,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/3859afb51fdf4dc49d1cabd6715ba48d-goods.jpg?v=1782025706,3,Trimmer line in use,,,,
cleaning-brush-for-mower-patio-attachment-10-inch-3-prong,"Cleaning Brush for Mower & Patio Attachment – 10-Inch, 3-Prong","<div style=""max-width:720px;margin:0 auto;"">
<h2>Moss and grime between the slabs – scrubbing by hand?</h2>
<p>Scrubbing the patio, decking and driveway on your knees with a hand brush takes hours and wrecks your back. And an ordinary brush loses its stiffness after just a couple of uses.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/aisc_image/algo/opt/672ff260-89ec-4fc0-849d-7309407a7d88.jpg"" alt=""Borsthuvud rengör uteplats"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Scrub standing up – in half the time</h2>
<p>The 3-prong nylon brush head fits onto your mower or drill and scrubs away moss, dirt and algae – without damaging slate, wood or cobblestone. You stay upright and let the tool do the work.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/aisc_image/algo/opt/ec15b264-6183-4ada-a176-9c1692d91278.jpg"" alt=""3-taggat borsthuvud"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Features</h2>
<ul>
<li>
<strong>Gentle on floors</strong> – nylon bristles that won't scratch the surface.</li>
<li>
<strong>3-prong design</strong> – reaches into joints and corners.</li>
<li>
<strong>Hard-wearing material</strong> – keeps its stiffness season after season.</li>
<li><strong>Fits mowers and drills.</strong></li>
<li>
<strong>10 inches</strong> – covers a large area quickly.</li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not satisfied within 30 days? Money back – no risk to you.</p>
</div>",BeaverShop,Garden & Outdoor,"Mower, Cleaning, Test, Garden, Patio, Outdoor",FALSE,Size,10 inches,,,,,BEAVER-GARD-008,shopify,19,continue,manual,34.99,43.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/6bfe9edd-84f1-4a86-a817-6c75e3269804.jpg?v=1782026113,1,Cleaning brush for mower and patio,FALSE,10-Inch 3-Prong Cleaning Brush for Mowers,"3-prong nylon brush head attaches to mower or drill to scrub moss and dirt from patios and driveways. Gentle on slate, wood and stone.",draft
cleaning-brush-for-mower-patio-attachment-10-inch-3-prong,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/672ff260-89ec-4fc0-849d-7309407a7d88.jpg?v=1782026113,2,Brush head cleaning patio,,,,
cleaning-brush-for-mower-patio-attachment-10-inch-3-prong,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/ec15b264-6183-4ada-a176-9c1692d91278.jpg?v=1782026114,3,3-prong brush head detail,,,,
mower-blade-sharpener-for-drill-double-sided-sharpening-stone,Mower Blade Sharpener for Drill – Double-Sided Sharpening Stone,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Blunt blade tearing up your lawn?</h2>
<p>A blunt mower blade tears and drags at the grass instead of cutting it – leaving ragged blades that turn yellow, while the motor has to work harder. Sending the blade off for sharpening costs both time and money.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/625b3185-116f-4abf-8ef6-2449ca896526.jpg"" alt=""Dubbelsidig slipsten"" style=""max-width:100%;border-radius:12px;""></p>
<h2>A sharp blade in minutes</h2>
<p>Fit the sharpening stone into your regular drill and sharpen the blade yourself in just a couple of minutes. The double-sided design gives the right angle every time – for a clean cut, a neater lawn and a longer-lasting machine.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/18cb1b95-04b6-4a92-a5a1-03f8170e1446.jpg"" alt=""Slipare detalj"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Features</h2>
<ul>
<li>
<strong>Fits a standard drill</strong> – no special tools needed.</li>
<li>
<strong>Double-sided sharpening stone</strong> – the right angle every time.</li>
<li>
<strong>Sharpens in minutes</strong> – skip the costly drop-offs.</li>
<li>
<strong>Compact and handheld</strong> – easy to store.</li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not satisfied within 30 days? Money back – no risk to you.</p>
</div>",BeaverShop,Garden & Outdoor,"Mower, Sharpening, Test, Garden, Outdoor, Tools",FALSE,Quantity,1 pc,,,,,BEAVER-GARD-009,shopify,17,continue,manual,14.99,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/14a937ff-1574-45b6-b818-26b6f1c4fecb.jpg?v=1782026221,1,Mower blade sharpener for drill,FALSE,Mower Blade Sharpener - Double-Sided Stone,Sharpen your mower blade in minutes using your own drill. Double-sided stone gives the correct angle every time. No workshop needed.,draft
mower-blade-sharpener-for-drill-double-sided-sharpening-stone,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/625b3185-116f-4abf-8ef6-2449ca896526.jpg?v=1782026221,2,Double-sided sharpening stone,,,,
mower-blade-sharpener-for-drill-double-sided-sharpening-stone,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/18cb1b95-04b6-4a92-a5a1-03f8170e1446.jpg?v=1782026222,3,Sharpener detail,,,,
mower-blade-sharpener-for-drill-double-sided-sharpening-stone,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/5bbb5092-02f0-41df-a473-4f475a1173c5.jpg?v=1782026223,4,Sharpener in use,,,,
trimmer-harness-with-ergonomic-shoulder-straps-adjustable-carry-harnes,Trimmer Harness with Ergonomic Shoulder Straps – Adjustable Carry Harness,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Arms aching after trimming?</h2>
<p>A grass trimmer or brushcutter quickly gets heavy to carry with just your arms. After a while your shoulders, arms and back start to ache – and you don't have the stamina to finish the whole garden in one go.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/e5d7cb2b-ef6a-4ef0-99c4-694abf3fb41b.jpg"" alt=""Justerbar bärsele"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Let your shoulders carry the load – not your arms</h2>
<p>The harness spreads the trimmer's weight across your shoulders and back with padded, ergonomic straps. You work longer, steadier and more comfortably – with a more even cutting result to boot.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/ae752948-0848-4910-a394-ac869506db61.jpg"" alt=""Sele i bruk"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Features</h2>
<ul>
<li>
<strong>Ergonomic shoulder straps</strong> – takes the strain off your arms and back.</li>
<li>
<strong>Adjustable fit</strong> – suits both men and women.</li>
<li>
<strong>Metal clips</strong> – quick and secure attachment.</li>
<li><strong>Fits most trimmers and brushcutters.</strong></li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not satisfied within 30 days? Money back – no risk to you.</p>
</div>",BeaverShop,Garden & Outdoor,"Harness, Test, Trimmer, Garden, Outdoor",FALSE,Quantity,1 pc,,,,,BEAVER-GARD-010,shopify,19,continue,manual,22.99,28.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/fdd9b89d-6546-4c13-8217-301d830243ef.jpg?v=1782026312,1,Trimmer harness with shoulder straps,FALSE,Trimmer Harness - Ergonomic Shoulder Straps,"Adjustable trimmer harness with padded shoulder straps spreads the weight of your trimmer for longer, more comfortable use.",draft
trimmer-harness-with-ergonomic-shoulder-straps-adjustable-carry-harnes,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/e5d7cb2b-ef6a-4ef0-99c4-694abf3fb41b.jpg?v=1782026313,2,Adjustable carry harness,,,,
trimmer-harness-with-ergonomic-shoulder-straps-adjustable-carry-harnes,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/ae752948-0848-4910-a394-ac869506db61.jpg?v=1782026314,3,Harness in use,,,,
double-shoulder-harness-for-trimmer-brushcutter-heavy-duty-nylon-strap,Double Shoulder Harness for Trimmer & Brushcutter – Heavy-Duty Nylon Strap,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Heavy brushcutter weighing you down?</h2>
<p>A single strap puts the whole weight on one shoulder and digs into your neck. After a while of clearing, your back and shoulders start to ache – and your precision goes as you get tired.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/efc0d539-690a-4363-99fe-776a394b18a4.jpg"" alt=""Kraftig nylonsele"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Spread the weight – work longer</h2>
<p>The double shoulder harness spreads the load evenly across both shoulders and your back. Heavy-duty, adjustable nylon straps give a stable hold so you can clear the whole garden without the aches.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/11e6befe-efff-406c-904b-280011cd5ae7.jpg"" alt=""Sele detalj"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Features</h2>
<ul>
<li>
<strong>Double shoulder straps</strong> – even weight distribution, less strain.</li>
<li>
<strong>Heavy-duty nylon</strong> – handles heavy brushcutters and tough use.</li>
<li>
<strong>Fully adjustable</strong> – fits all body sizes.</li>
<li>
<strong>Quick-release clip</strong> – easy on and off.</li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not satisfied within 30 days? Money back – no risk to you.</p>
</div>",BeaverShop,Garden & Outdoor,"Brushcutter, Harness, Test, Trimmer, Garden, Outdoor",FALSE,Quantity,1 pc,,,,,BEAVER-GARD-011,shopify,18,continue,manual,44.99,55.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/c0fa0dd6-f70f-4630-ab58-b0f875d8fa30.jpg?v=1782026780,1,Double shoulder harness for trimmer,FALSE,Double Shoulder Harness for Trimmer,"Heavy-duty nylon double shoulder harness spreads the weight of your trimmer or brushcutter for comfortable, all-day clearing work.",draft
double-shoulder-harness-for-trimmer-brushcutter-heavy-duty-nylon-strap,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/efc0d539-690a-4363-99fe-776a394b18a4.jpg?v=1782026781,2,Heavy-duty nylon harness,,,,
double-shoulder-harness-for-trimmer-brushcutter-heavy-duty-nylon-strap,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/11e6befe-efff-406c-904b-280011cd5ae7.jpg?v=1782026780,3,Harness detail,,,,
double-shoulder-harness-for-trimmer-brushcutter-heavy-duty-nylon-strap,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/f8ea89b6-a1ce-4f7f-8a9d-21b28fd7f71a.jpg?v=1782026780,4,Harness in use,,,,
double-shoulder-harness-for-trimmer-brushcutter-heavy-duty-nylon-strap,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/32ec07be-42fa-44c9-8db0-5a40c53a078a.jpg?v=1782026780,5,Harness fit,,,,
steel-wire-brush-heads-for-trimmer-heavy-duty-weed-moss-clearers,Steel Wire Brush Heads for Trimmer – Heavy-Duty Weed & Moss Clearers,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Line won't bite through stubborn weeds and moss?</h2>
<p>Standard trimmer line just bounces off thick weeds, moss in joints and overgrown edges. You go back and forth with no result while the line wears down in record time.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/1981155e-ef83-48d9-a287-2e62bff10374.jpg"" alt=""Kraftiga borsthuvuden"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Clear the tough stuff – in one go</h2>
<p>The steel wire heads tear away stubborn weeds, moss and algae from joints, edges and hard-to-reach areas that ordinary line can't handle. Fit it, run it – and let the steel do the heavy lifting.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/b40f7682-4bbd-4f72-a709-64176aaeb5e1.jpg"" alt=""Borsthuvud detalj"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Features</h2>
<ul>
<li>
<strong>Heavy-duty steel wire</strong> – tackles stubborn weeds, moss and algae.</li>
<li>
<strong>Multi-pack</strong> – lasts the whole season.</li>
<li><strong>Compatible with most grass trimmers.</strong></li>
<li><strong>Perfect for joints, edges and driveways.</strong></li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not satisfied within 30 days? Money back – no risk to you.</p>
</div>",BeaverShop,Garden & Outdoor,"Weeds, Test, Trimmer, Garden, Outdoor",FALSE,Quantity,150 mm,,,,,BEAVER-GARD-012-1,shopify,0,continue,manual,26.99,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/d43adcd3-36bf-4613-add9-269600b6ce4b.jpg?v=1782026854,1,Steel wire brush heads for trimmer,FALSE,Steel Wire Brush Heads for Trimmer,"Heavy-duty steel wire trimmer heads clear stubborn weeds, moss and algae from joints, edges and driveways. Fits most trimmers.",draft
steel-wire-brush-heads-for-trimmer-heavy-duty-weed-moss-clearers,,,,,,,Quantity,200 mm,,,,,BEAVER-GARD-012-2,shopify,0,continue,manual,30.99,,TRUE,TRUE,,,,,,,
steel-wire-brush-heads-for-trimmer-heavy-duty-weed-moss-clearers,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1981155e-ef83-48d9-a287-2e62bff10374.jpg?v=1782026853,2,Heavy-duty brush heads,,,,
steel-wire-brush-heads-for-trimmer-heavy-duty-weed-moss-clearers,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/b40f7682-4bbd-4f72-a709-64176aaeb5e1.jpg?v=1782026853,3,Brush head detail,,,,
steel-wire-brush-heads-for-trimmer-heavy-duty-weed-moss-clearers,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/dd6896c1-3042-4976-83a6-4323ca858568.jpg?v=1782026854,4,Brush head fitted,,,,
steel-wire-brush-heads-for-trimmer-heavy-duty-weed-moss-clearers,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/748c09ef-2ff3-47e7-bf88-e30cbef34ffd.jpg?v=1782026853,5,Brush head in use,,,,
7-in-1-jump-starter-5000a-with-air-compressor-12v-battery-booster,7-in-1 Jump Starter 5000A with Air Compressor – 12V Battery Booster,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Stranded with a dead battery or a flat tyre?</h2>
<p>A flat car battery on a cold morning, or a flat tyre in the middle of the road – and suddenly you're stuck waiting for recovery. Depending on others when things go wrong is both stressful and expensive.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/5737e819-9aa8-4073-b402-01ac5988301b.jpg"" alt=""Jumpstart LCD-display"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Complete roadside rescue in your pocket</h2>
<p>This 7-in-1 booster starts your car in seconds (up to 7.0 L petrol / 6.0 L diesel engines), inflates tyres with a 150 psi air compressor, lights the way with an LED emergency light and charges your devices via QC3.0. All in one unit that fits in your glovebox.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/d2f15c01-9e11-4309-a3b2-30a0956336a7.jpg"" alt=""Luftkompressor 150psi"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Features</h2>
<ul>
<li>
<strong>5000A starting power</strong> – starts most petrol and diesel cars.</li>
<li>
<strong>150 psi air compressor</strong> – inflates tyres, bikes and balls.</li>
<li>
<strong>LCD display</strong> – full visibility of charge and pressure.</li>
<li>
<strong>LED emergency light</strong> – with SOS and flashing modes.</li>
<li>
<strong>QC3.0 fast charging</strong> – charge your phone and devices.</li>
<li>
<strong>Compact and portable</strong> – fits in your glovebox.</li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not satisfied within 30 days? Money back – no risk to you.</p>
</div>",BeaverShop,"Car, Tools & Garage","Battery Booster, Car, Garage, Jump Starter, Test, Tools",FALSE,Quantity,1 pc,,,,,BEAVER-CAR-013,shopify,18,continue,manual,122.99,153.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/84ca73da-7259-4b2d-a0bb-cf6bea1555fe.jpg?v=1782027030,1,7-in-1 jump starter with air compressor,FALSE,7-in-1 Jump Starter 5000A with Compressor,"Portable 12V jump starter with 150 psi air compressor, LED light and USB charging. Roadside rescue that fits in your glovebox.",draft
